rating,review
3,"Compact, cooks fine.My biggest issue is that popcorn bags can't turn properly inside. If the bag gets stuck against the metal plate, the paper will burn. I watch the bags to make sure they don't get stuck, which was much easier before the bulb went out (less than two years after purchase).The power adjustment button has never worked, but the return window passed before I noticed."
3,"When I ordered this microwave I knew it would be small and not very powerful.  I really don’t use a microwave for cooking, only reheating and for hot water for tea. So, with that in mind, the microwave is just what I expected.  If you need a microwave for regular cooking, I probably would not recommend this one. But, if you only need a “teapot” then this is the one for you!"
1,"TERRIBLE. Box damaged. Looks like this microwave was returned and re- packaged to be sent to next customer. Microwave was dented, in several areas- Also. Display panel broken.  Not ordering from Black and Decter again"
2,Worked fine for a year; looks nice on the counter.The numeric pad died after one year of moderate use.  Never had this happen before but I guess I got a lemon.
1,This is an extremely weak microwave. I have to heat things for twice the recommended time to get them to heat up. Also tons of condensation build up every time so much that the door drips when I open it and I have to wipe it down. Such a pain. Have never experienced such a terrible microwave. Spend a little  more and get something better.
1,"I don’t understand the number of positive reviews. Here is my honest reflection after having had this microwave for 3 months. I talk about the following below: (1) low power, (2) lingering smell, and (3) useless turntable.(1) Low Power. When I say low, I mean it can’t heat one cup of room temperature water in a mug. We had a much better built in microwave in our previous house and needed to buy a new one since our new house didn’t have one built in. We got this one for the small foot print. Unfortunately, it takes us more than twice the amount of time to heat foods and beverages as compared to our last one.(2) Lingering Smell. If you heat anything in there with any type of scent, be prepared to either leave the door open (and therefor the light on) overnight for the smell to dissipate or live with eating or drinking the scent of whatever was in there prior. If you heat fish, forget about using it for another day. I’ve used it to heat salmon one night and opened it up to heat a cold cup of coffee mid morning the next day only to be met by the most foul scent that can only come from old fish odor. Btw, i clean my microwave daily and it’s spotless so it’s not from food splatters.(3) the turntable is a piece of glass that sits on top of a loose plastic ring with three wheel and the whole thing slides ALL OVER THE PLACE. There are three grooves at the bottom of the glass turntable that is supposed to catch the center turning mechanism in the microwave. However, that will only happen if you precariously balance it in such a way that doesn’t slide around on the wheeled ring thing AND is perfectly situated in mismatched grooves. A hair off and the whole thing slides around again.I wish I had the time and energy to send this back when I still have the chance. Do yourself a favor and pass."
2,"Cheap price. However, what took two minutes to heat in my old microwave now takes 6-8 minutes. I’d return it if we weren’t going to redo the kitchen in the next year. Would never recommend this product."
1,Ordered twice both times it was delivered damaged. I gave up and did not try again.
3,The media could not be loaded.This is a great little microwave except the inside lining is peeling off. I feel this could be an environmental hazard to ones health.
2,Good size and functions but buttons are very difficult to use. Wouldn’t but again.
1,"Microwave worked fine for a couple of months. Inexplicably started to smoke during use one time, and now anytime I turn it on it, immediately smells like something is burning (not food. Like a plastic burning smell). Definite fire hazard at this point. Amazon recommended calling the manufacturer, but I only get a busy dial tone when I try the number they supplied.I would look elsewhere for a small microwave."
3,"I wanted a smaller microwave. This is tiny and  small portions take much longer to heat. I knew there’d be a difference, but it takes 3 or 4 times longer!"
3,The only drawback is no handle on it. Hard to open and shuts loudly.
1,"Pretty sad this didn't work, the reviews were so good. We are looking for a compact microwave (replacing a Kenmore that we've had forever!) but the opening won't accommodate either of our dinner plates. Funny, I even read a review on the Black & Decker website stating that it was not the quoted 0.7 cubic feet but I did read that the glass turntable was 10"", which is what our old one was, so I took a chance. I didn't measure the inside as the walls aren't perfectly flat, but I can tell you that our 10 7/8 dinner plate would not fit into the interior unless we tilted it - which doesn't seem like a great idea w/ a plate full of food. For $75 I don't want an oven that I'm frustrated with."
3,"I used to have a microwave made by Sharp and it lasted over 25 years. This Black and Decker lasted just short of two years. Maybe Black and Decker make nice tools but not microwaves? I think the motor died because it grinds and I see zaps that can light up a dark room. So, it is not safe to use anymore. When it worked it was fine, it was nothing spectacular, but fine. It was inexpensive so I guess you get what you pay for."
2,Smaller than I expected for the pricing
1,Microwave is so lightweight that it easily moves around.Never consistently cooks. If I make a bag of popcorn at 1.5 minutes it burns but the next bag set at 1.5 minutes will not be popped completely.Not very powerful as it statesOverall just not a good microwave. Wish I would have paid a little more for a better one.
2,"Hello,I am sending this message to notify you that my microwave has become a hazard and I will need a replacement. Recently when I had used the microwave, I had placed my food in it per usual, and moved away from it to attend to my work when after some time I had smelled something peculiar. When I went to go check on the microwave, I had seen smoke was rising profusely from the exits. After doing my best to clean it, it still smells excessively of smoke and when I tried to use it once again after the incident, I had seen what looked like smoke formulating inside of it. I am concerned that by continuing to try to use the microwave it may cause a fire, and I do not feel safe having it with the state it is in now. Is it possible that you could please send me a replacement? I sincerely appreciate your assistance."
2,Don’t waist your money on this one.
3,"What I like about this model:--many shortcuts and programming: I rarely have to push more than one or two buttons even for multi-step tasksWhat I don't like about this model:--when it finishes, the display reverts to clock instead of saying ""end"" or ""open"" or anything else to remind me that there's something I need to take out--VERY WEAK FAN: it does a terrible job of removing moisture from the interior, resulting in standing water that boils away and is destroying the structure of the machine. I've had it less than two years, and am waiting for the day it shorts out."
1,Started blinking on and off the 1st time I used it garbage DO NOT BUY!
1,"We tried to microwave a bag of popcorn, the microwave got way to hot lit the popcorn on fire scorched the inside completely brown we have been using this for 3 days. Th first order never arrived and due to the danger I've had to request a refund."
1,"This microwave will do the job, but have to push buttons 10 times before it works, doesn't heat through in amounted time packages require, you have to slam the door for a loud obnoxious sound every time and sound like it is cheap. I live and learn and should have bought a more expensive one. Pass on this one unless you are desperate."
1,This microwave leaves condensation after you use it. If you don’t wipe it out after every use it will mold. I had to throw it out.
2,"so you may think you need 700 watts to run this, as it says 700 so many times, but the back of the device says on the label, 1050 input power, 700 watt output in microwave power.am I the only one who thought it was a microwave that would consume 700 watts ?"
2,A year and weeks in this one broke on us... buy at your own risk.
1,This Black & Decker microwave arrived in a box without any damage. Perplexed. In the past I’ve ordered items ‘lightly used’ or ‘slight damage’ ~ this is NOT acceptable Amazon.
3,This product works great but it’s super tiny. I looked at the dimensions before I bought it but realistically not many things fit inside. So think about what you’ll be microwaving before you buy it.
2,Cheap. Buy something better
3,"This is my third one-- same model.  It's easy to use, etc.  The first lasted about three year, then stopped working.  It's so inexpensive, well, couldn't complain.  I bought it for the form factor (dimensions)  not any other reason.  Ordered a replacement.  IT DIDN'T WORK out of the box.  Great support from Amazon.  They replaced it within 2 days.  Didn't even need the warranty I purchased.  However, the B&D batting record is not very good.  I am expecting to have to juse that warranty after-all.  Still, it works and fits in the space I have."
2,It didn't even last a year! Horrible!
2,"Bought this micro wave back in April of 2021, today, May 12, 2022,  it decided to spark and die.  Not sure of the life span of microwaves these days, had one before this pruchase that lasted for several years, I thought this item would have lasted longer too.This had a lot of good reviews when I bought it, not sure if this is a ""one off situation""."
1,Works but take longer to heat now as powerful as I thought it would be
3,Cooks well.. but very loud 📢
2,This microwave was smaller than I expected. I measured the space and bought the size I thought was closest but it is too small.  It holds a coffee cup. Doesn’t hold my  microwave popcorn maker.My real problem is the device constantly smells burnt. I have washed it out several times and it still always has a burnt smell.I think I will soon buy a different model that better meets my needs.
3,"The turn table messes up, the inside is so small a bag of popcorn wont rotate. This microwave isnt even worth the money it costed. The power of it is minimal everything needs warmed up even longer than normal. Popcorn doestn rotate well and to cool it thoroughly you need to push popcorn button 2-3x"
1,Too small. Takes twice as long to cook anything.  Thought black and decker was quality.  Don’t buy this. I have to buy a larger one with more wattage now.  Trying to be frugal. Will end up buying another and throwing this out.
3,Takes twice as long to cook foods than my old microwave. It works but not as well as it should for a brand new microwave.
2,"Only lasted me 3 years, part of touch panel stopped workingI have to unplug it each time I need to clear the cook time/clock."
2,"I knew when I bought this, that it would take longer to heat things than I'm used to, but it's very weak: takes over 4 minutes to boil 1 cup of water.My bigger problem is that it seems very cheaply made.  I've had this it for 3 months, and will be surprised if it lasts another 3.From the start, the plastic coating over the keypad doesn't lay smoothly, and there's a small bubble in the plastic coating on the inside of the microwave's door.About 2 weeks ago, it began to make increasingly loud noises when in use; it sounds like the turntable is the source.My advice: save your money and buy a better product."
1,Purchased this microwave May 2021 and it started on fire.  This item was only used to heat things up.
3,"This is a well reviewed microwave all around - so I it is possible that mine was just a dud.  I returned it because it smelled like something was burning when I used it - possibly the plug or wires getting too hot.Additionally, it is very light weight, so it slides around every time you open or close it.  Outside of the defect, it is small and may work for someone with very limited space.  Otherwise I would pass on it and look for a .9cu not this one that is .7"
3,"I purchased this microwave back in 2020 after getting divorced. Now 3 years later, I am experiencing the paint bubble under the turntable and the strip of paint behind the door separating as a whole on the flat vertical surface. This microwave was mainly used 3 to 4 times per week and cleaned regularly. While inexpensive, I would expect an appliance to have a life cycle of more than 3 years."
1,"This is the only size that fits and I thought Black and Decker was a good brand but this microwave was weak to being with but after a few weeks, I opened it and it would not shut off. It runs when you open the door, very dangerous and they wanted me to call customer support at B&D to trouble shoot this POS, not worth it. Amazon should have taken a return."
3,It's ok for now. I knew I wasn't buying anything but a basic microwave. You have to be really careful putting any weight on the front when the door is open because it will tip forward.
3,Very low power sorry I purchased it
2,The tray doesn't  stay seated.  A lot of moisture  collects  in side.  Steam escapes throu door .
1,"Very poor quality.  This microwave oven took very long time to heat anything.  A cup of water for tea, leftovers, popcorn.  We reached out to Black & Decker and was past 1 year warranty when the device started to run while no buttons were activated, Started to shut down mid cook so you can't use it.  We upgraded to a samsung last night and will not buy black & decker products or appliances from amazon again.  Learn from out mistake!"
3,"Bought this because of the weight, I am FM not strong with some health problems. Wished I got a different one that was almost the same weight. Size is what I expected. Easy to use. Big problem is that the glass turntable keeps popping off. Even weight on plate, plate not heavy, not interfering with it turning. Still pops off. Works with small item that is in the middle of turntable. Went to defrost chicken cutlets and had to do one at a time.  Those reasons why I put one star on easy to use and 3 stars of overall rating."
2,"It's very light, so when you push the bar to open it the whole thing moves back. Also it is not airtight. Found a spider I inside, and another between the glass and the digital numbers."
3,To much trouble to send bk so I will use it w/o the 7 button
2,I bought this for my mom as a gift to replace her old microwave and she is so disappointed. It's hard to open and not as user friendly as the one she owned before.
3,"It’s ok, but the buttons are really difficult to press and they’re mostly unresponsive unless I push super hard which is not convenient and makes it difficult to use."
1,"Worked for about one year. Heating a slice of pizza one day sparks and fire shot out of microwave. We unplugged it and tried to get Black and Decker/Midea to honor the two year warranty but they are giving us the run around and then radio silence. If you are looking for a good microwave, don’t buy this one. Of note: we kept the microwave very clean!"
2,This takes 2x the time to warm food. It’s very weak. Regret purchasing!!!
1,"I live in an apartment that does not come with a microwave so I bought this to have one. It fit perfectly in my kitchen and worked pretty well. Unfortunately yesterday when I used it, after about 5 seconds I saw red flashes going off inside and it was smoking. Needless to say I needed to return it. That was pretty easy but that was Amazon and not the manufacturer. Pretty disappointed the purchase didn’t work out. I would not recommend this at all considering it is an electrical hazard."
1,"Terrible, underpowered microwave.  The keypad is the worst - you have to push keys down hard and sometimes they don’t work at all. Doesn’t fit a full plate even though that’s what the description says.  0 stars."
3,"Low wattage of 700.  Timing buttons over 5 minutes don’t work. If cooking directions call for 7 minutes, you need to cook for 4 and then 3 minutes.  It was on sale for a reason."
3,Bought for my son’s small kitchen space when my husband had to go live with him and cook for him after he lost the use of his right arm & hand and left arm in an accident and had so many other additional injuries that time to spend on cooking would be in short supply. It was the right size to fit in that small counter space but they had difficulty getting things to cook to hot enough to eat in a reasonable amount of time. So it didn’t really help as much as we were hoping. Now that my son only needs the bone grafts to heal in his arm abd then physical therapy and is otherwise functioning mostly on his own except driving he’s still not finding the microwave very practical.
3,"The microwave cooks fine.But the mechanical action of the ""push button door"" requires very hard thumb force and holding the whole unit in place with the other hand to stop it moving.  The latch is also Loud.The mechanical action of the keypad buttons is also difficult, requiring hard pressure and sliding the thumb around on the label to find the exact spot that will produce a Beep. It always takes several tries.Hence overall good as an oven, but not easy or pleasant to use."
2,"Okay, so yes, it is inexpensive, that's why I bought it mainly, but you know the saying, ""you get what you pay for"". It is so difficult to click open. I dread it every single time.Also, ever single time I put a TV type dinner in there and let's say the dinner says ""cook for 2 1/2 minutes"", well, I have to add at least another minute or TWO every single time or it is still cold in some parts. That can be dangerous with foods like chicken.  But it will warm your food and your water for coffee, hit two minutes for coffee. The biggest pain is that button to open it. I have to push sooo hard to get it to snap the door open and the oven slides backwards. I have this thing now where I hold on to the top of the oven while I push the latch button. That makes me say, buy the more expensive one and hope that it is more user friendly. It will be worth it."
3,Not worth the money for the size.
1,I had this microwave for years and then it broke so I bought a new one. I don’t know what the issue is but every time I use it - it gets a so much steam and condensation inside the microwave - which then quickly will mold if you don’t notice it and dry it right away.
2,"I donot like the face that part of this product does not work and I have no recourse, I have to buy another one.  that really sucks."
2,"Ive had this microwave for less than 6 months and the door button has already stopped working. You have to really ""work""  the button and help the door open with other hand. Id like a refund/replacement."
2,"This is such a wimpy microwave. Takes many, many more minutes to do things than my old one. It’s also small, but that was probably evident had I looked at the dimensions."
2,"Have owned this for a month and I use it a few times a week. It still functions but is nowhere near as powerful as it was a month ago. For example, frozen Costco burrito microwaved the same exact way every time, now I need to microwave the same burritos twice as long for them to cook fully. Other items also don’t cook the same anymore"
2,Item was too small would not accommodate bacon cooker
3,It’s so light that when you push a control button it moves the thing further back on the shelf. Lol.
2,Product is totally wet inside with condensation after use
1,Microwave take forever to heat up food. It’s a good size for limited counter space but the usual 1minute 30 seconds will not do to heat any food. I sometimes have to double and triple heat food. Tried 2 minutes on a regular size plate and the food was still cold so I tried 2 minutes again and it was still cold so I tried again snd it eventually got warm. The power button doesn’t work on the one I got so there’s no adjusting or knowing what setting it’s on.
1,Stopped working almost exactly 2 years after purchase (after being lightly used mostly for reheating). It replaced a small microwave that was many years old. I do not recommend this microwave.
1,MIcrowave came with box destroyed and crayon marks covering inside of the box. Food stuck on the rotating tray and greasy fingerprins all over it! The back of the microwave is caved in and numerous dents on front and sides. The door..
1,I don't recommend this product the microwave doesn't cook food thoroughly and the middle of meals are left frozen
3,Very low wattage. Why can't the small microwaves have the same wattage as the bigger ones? I always have to guess on cooking times
3,"The BLACK+DECKER EM720CB7 Digital Microwave Oven is a great option for small spaces. It's compact and fits easily on a countertop or in a cabinet. The digital display is easy to read and use, and the design is sleek and modern.However, I have noticed that the heating time is quite slow. It takes longer than expected to heat up even simple items like soup or leftovers. While this may not be a huge issue for some, it can be frustrating if you're in a hurry or have limited time. Overall, if you're looking for a microwave that is small and convenient, this is a good option. But if you prioritize speed and efficiency, you may want to consider other models."
1,"I dont understand.. This is the second time I get it delivered, Fist time came all broken, even with trash in the box. I return it and I just received a ""new one today ""  and it is also damaged.  What a waste of money . I will definitely not buy it again..."
1,Even at 100% power it takes twice as long to cook everything and is so small a dinner plate doesn't fit.
2,I knew .7 cu ft would be small but this sucker is tiny. Anything larger than a saucer wont fit/spin on the microwave plate. Ended up sending it back.
1,"I bought this to replace my current small microwave that would not fit my Dr. Brown bottle sterilizer.  Based on the published internal dimensions on the item description it should fit just fine with lots of spare room. “ Internal dimensions: 12.05” x 11.97” x 8.11” (W*D*H)  “. In fact the only way to fit the sterilizer is to remove the carosel plate and angle it in just right.  The actual door opening is only 11” wide x 6 7/8” high. If the carosel is installed it’s only about 6 1/4” high.  Depth is only 10 1/4”.  Note there is a bump back in the back and the side but still nowhere near the advertised interior dimensions.  This is very disappointing when you are buying it to fit specific items.  Please include accurate dimensions.  Tell people the real product interior dimensions  11” wide x 6 1/4” height x 10 1/4” depth!Update******Fire hazard-  now after less than two years it’s a fire hazard, it shorts, arch’s and smokes if you try to heat any frozen food in multiple known microwave safe containers.  Smoke and bright light emit from side panel as soon as you push start.  This item is a huge fire hazard!"
1,I've had this microwave since approximately the end of January 2023 and can no longer use it because it has an electrical burning smell when used. Of course the return window has closed as well.
3,So light I have to use a teflon dish drainer under it to keep it from scooting around when I close the door.  No light on face to show numbers when using it when light is low in room.  Other than that it works as any 700 watt should.
2,I previously owned an Amazon basics microwave that was perfect. I would type in times like 99 and 20 all the time. With this microwave you have to first press the time cook button before you can enter in the time. just annoying extra step. And the buttons are less sensitive than the previous microwave I own so you really have to press them firmly.
1,The worst microwave I have ever had. The ventilation does not work right and the condensation is beyond excessive. I almost burned my hand on hot water dripping from the roof. I contacted the company and got passed from person to person. I supplied all the documentation they asked. They told me it is NORMAL. Far from it. DO NOT BUY THIS.
2,"too dam small, this will suspend all buying from AMAZON"
2,"First impression: looks good, the controls are easy to use, the price is low.But... it has some problems. It doesn't cook evenly. The first thing I tried, was a frozen Burrito. After 2 minutes I could see cheese melting out of the ends. Nothing unusual with that.  After I cut into it, I found the center, was still frozen.Granted, this is a low power oven, so I gave it another 30 Seconds. But still the center was frozen and the ends were very hot.I gave it away and bought a GE that was a little bigger and has more power."
2,We used it to make popcorn using the icon for popcorn but it didn’t pop most of it so we add 30 second and it burned it. It makes uncomfortable noise
3,"I had a tough time finding a space where this microwave could sit because the electric cord/plug is very big and bulky, in comparison to the size of the appliance.  The microwave, itself, met my expectation on size, but I had no clue that the cord/plug would be as bulky (large) as it is/sticks out as far as it does - which precludes me from placing it in a small corner location. Unfortunately, I can't return it because the box in which it arrived was ""soiled"" by painters, or I would not have kept it."
1,"It is supposed to be the best microwave??!! In my opinion, it is the worst. It does not warm up the food. Turntable works when it wants to. I do not have the original box. I can not return it. I am very unhappy. Stay away from this one."
3,"It may be exactly as advertised -- I don't know. However, it is smaller than I realized it would be, and I can no longer use my microwave popcorn maker (a fancy bowl) to make popcorn. Back to the stove to make popcorn!"
2,"This works and that's about it.  I bought it because it fits the space and my Sharp wore out after 2 million uses...and they don't make that model any longer :(  This heats but is a crappy machine, a million functions but hard to use, figure out and NOT NECESSARY, just need it to reheat & heat food, oh and did I mention how loud it is?  Just and added perk... NOT!  Buy a  SHARP or TOSHIBA and get better quality, might cost more but it's worth it!!!"
1,"The BLACK+DECKER Digital Microwave Oven is a sleek addition to my kitchen with its modern design. Its digital interface is user-friendly and makes heating food a breeze. The variety of power settings allows for precise control over cooking, which is great for someone like me who appreciates a well-cooked meal. The size is perfect for my countertop, and it’s easy to clean. I was really looking forward to using the BLACK+DECKER Digital Microwave Oven, but unfortunately, it never arrived. My experience with Amazon's customer service while trying to resolve the delivery issue was less than satisfactory. It took quite a while and several exchanges to reach a resolution, which was not in my favor as they denied a full refund for unclear reasons. It's unfortunate as I had high hopes for this purchase and the support from Amazon. Overall, it is a functional and aesthetically pleasing appliance that lives up to its brand's reputation."
2,I've had it for about 6 months. The heating element is starting to go out.
1,"The advertised internal dimensions are totally misleading.  Do not think you will be able to fit a dish that is nearly as large as the advertised dimensions.Advertised Internal Dims:__Wide: 12.05""__Tall:  8.11""__Deep:  11.97""Measured:__Opening Width: 10.75""__Opening Height:  6.75""__Practical Radius: 5.125"" (from center of turn table to nearest obstruction)__Practical Diameter:  10.25""  (2x radius)__Plate Diameter:  11.3""  (My plate.  It fit in my old 0.7 cu-ft GE microwave.  Does not fit in this ""11.97 inch deep microwave"". )Plus, notice the protrusion on the inside right wall.  How is a person supposed to fit their larger taller dishes in there?  Unless you only eat microwaved popcorn in bags, no one has dishes that are shaped like this inside volume.  Besides the misleading advertisement, the design just seems really poor with the pop-outs off axis and too high to use with a plate.**I never ran mine, so I cannot speak the performance of the unit.  When my favorite plates didn't fit I put the MW back in the box and returned it.  I wasted four days on this poorly presented mistake."
3,"It does everything a microwave should do. No complaints about the product itself. I would recommend it. But it is not stainless steel. It's a black microwave with stainless trim, top and bottom of window and stainless around the control panel."
1,"I am not one to trash a product, but boy, they don't make 'em like they used to.  I am reviewing the small 700 W version.  The buttons are terrible.  You have to lean hard into them to accept your command, but the oven is so light, it slides all over the counter when you do that.  The back is not flush, with one side sticking out farther than the other, so , when you press hard into it, it settles into a crooked position.  The +30 second button does nothing for the timer, so, you can't add to the timer while it is running.  Do yourself a favor and look elsewhere.  This thing is worthless."
2,This microwave arrive all dented up. It has a huge dent on the bottom left side where the vents are. The front key pad has a large bubble under the numbers also.
1,"The media could not be loaded.Box was broken, then the entire microwave was coming apart"
3,Was expecting a little bigger of a Microwave. Its pretty small for the price.
3,"This microwave is on the smaller side. It’s decent, but it doesn’t heat the food evenly. One side of the plate will be hot, while the other side will still be cold."
3,"It's ok.. but you get what you pay for. Small, no door handle, push button to open and it slides all over the counter. Super Light weight, I bought it cause I needed a replacement fast, but I'll spend more for one in my Kitchen and move this one upstairs. It's small enough for a bedroom suite."
1,"New microwaves are supposed to last 7 years. This brand did NOT last long: The bottom is delaminated,(The coating cracked from the bottom so the microwave is not usable). It is really small inside it. A normal dinner plate is a close fit. The plate that turns the food slips off often. The microwave gets hot on top of the right side even when it is not running. Hard to clean once food gets in the cracks at the back on the bottom. Even though I tried to get that area with a soft-bristled brush after using normal methods, It is still stained in the crack and looks dirty inside when it is just cleaned. Wish a warranty was offered for this POS. I would have sent it back if knew the low quality."
3,It takes about a minute more to cook food when compared to our other microwave.
2,"Good size, does not take up too much space, but it does not heat up food well. Will be returning."
1,Not what I expected very disappointed
3,Very difficult to pop popcorn from a bag. Plus the cook time isn’t the easiest to figure out. It took my family 2 weeks to get to cook like they wanted.
3,"Very small, and not as powerful as I expected it to be."
2,Umm. Product is meh. I have to go out and buy another one. Its over priced if you ask me and it took forever to get here. But it works for now.
