rating,review,augmented
2,too big to rotate. The microwave is so small it cannot take a regular bag of popcorn. During the smoking,True
2,"there was damage. Now we are buying the larger microwave.I do think I made a mistake walking away, but I",True
2,also think a microwave should be able to deal with a popcorn bag.,True
2,"and the popcorn had burnt and was smoking. What had happened is when the popcorn bag unfolded and was now I put a bag of microwave popcorn in and hit the popcorn button. I came back in literally two minutes, there was damage. Now we are buying the larger microwave.I do think I made a mistake walking away, but I too big to rotate. The microwave is so small it cannot take a regular bag of popcorn. During the smoking also think a microwave should be able to deal with a popcorn bag.",True
2,Looks nice and works okay but interior light stopped working in only 1 week!!!!Disappointed,False
2,Looks nice and works okay but interior light stopped working in only 1 week!!!!Disappointed,True
2,Looks nice and works okay but interior light stopped working in only 1 week!!!!Disappointed,True
3,The microwave door is too small to handle. The purchase price was too expensive compared to the other brands; similar items. .,False
3,The microwave door is too small to handle. The purchase price was too expensive compared to the other brands; similar,True
3,items. .,True
3,items. . The microwave door is too small to handle. The purchase price was too expensive compared to the other brands; similar,True
1,"Everything was working great until it wasn't. It was used in a two-person household, so it wasn't used outrageously in the 8 months we had it, and it would regularly be cleaned. I've never had a microwave just start sparking and making a grinding noise like this one had, so it was a disappointment to see it happen after only 8 months of use. Off to buy another microwave, definitely not this one again!",False
1,"Everything was working great until it wasn't. It was used in a two-person household, so it wasn't used outrageously in",True
1,"the 8 months we had it, and it would regularly be cleaned. I've never had a microwave just start sparking",True
1,"and making a grinding noise like this one had, so it was a disappointment to see it happen after only",True
1,"8 months of use. Off to buy another microwave, definitely not this one again!",True
1,"the 8 months we had it, and it would regularly be cleaned. I've never had a microwave just start sparking Everything was working great until it wasn't. It was used in a two-person household, so it wasn't used outrageously in 8 months of use. Off to buy another microwave, definitely not this one again! and making a grinding noise like this one had, so it was a disappointment to see it happen after only",True
2,"So this review is coming after almost 2 years of ownership.I use the microwave about once a day to heat up coffee or left overs. Its not that powerful so it takes about 2 mins to heat up a cup of coffee and more if you're doing leftovers.Whats not good and the main reason I am posting this review is that the paint or coating on the inside ceiling of the microwave is peeling and falling off.Thankfully I cover my food w a paper towel when heating food up. Im not as thoughtful when heating up liquids. And thats what happened. A piece of the paint or coating got into my coffee.Pics for reference.To be clear, there is no food on the ceiling. That's the breakdown of the covering/paint.I am pretty ocd about cleanliness so its possible the  multi purpose cleaners I use contributed to that. I also use white vinegar. Nevertheless time for a new microwave.",False
2,So this review is coming after almost 2 years of ownership.I use the microwave about once a day to heat,True
2,up coffee or left overs. Its not that powerful so it takes about 2 mins to heat up a cup,True
2,of coffee and more if you're doing leftovers.Whats not good and the main reason I am posting this review is,True
2,that the paint or coating on the inside ceiling of the microwave is peeling and falling off.Thankfully I cover my,True
2,food w a paper towel when heating food up. Im not as thoughtful when heating up liquids. And thats what,True
2,"up coffee or left overs. Its not that powerful so it takes about 2 mins to heat up a cup So this review is coming after almost 2 years of ownership.I use the microwave about once a day to heat that the paint or coating on the inside ceiling of the microwave is peeling and falling off.Thankfully I cover my of coffee and more if you're doing leftovers.Whats not good and the main reason I am posting this review is happened. A piece of the paint or coating got into my coffee.Pics for reference.To be clear, there is no food food w a paper towel when heating food up. Im not as thoughtful when heating up liquids. And thats what cleaners I use contributed to that. I also use white vinegar. Nevertheless time for a new microwave. on the ceiling. That's the breakdown of the covering/paint.I am pretty ocd about cleanliness so its possible the multi purpose",True
3,Buttons are hard to push.  Not very powerful. Takes a lot of time to reheat any food.,False
3,Buttons are hard to push. Not very powerful. Takes a lot of time to reheat any food.,True
3,Buttons are hard to push. Not very powerful. Takes a lot of time to reheat any food.,True
3,Got this smaller microwave for popcorn and such because I wanted to stop myself from cooking in the microwave. It seemed to fit the bill for about a month then started getting fussy. Now about every 3rd or 4th bag of popcorn it does not heat all the way so pops only 1/3 to 1/2 the kernels don't pop so we lose the bag. Don't bother. Look for another brand or model.,False
3,Got this smaller microwave for popcorn and such because I wanted to stop myself from cooking in the microwave. It,True
3,seemed to fit the bill for about a month then started getting fussy. Now about every 3rd or 4th bag,True
3,of popcorn it does not heat all the way so pops only 1/3 to 1/2 the kernels don't pop so,True
3,we lose the bag. Don't bother. Look for another brand or model.,True
3,seemed to fit the bill for about a month then started getting fussy. Now about every 3rd or 4th bag Got this smaller microwave for popcorn and such because I wanted to stop myself from cooking in the microwave. It we lose the bag. Don't bother. Look for another brand or model. of popcorn it does not heat all the way so pops only 1/3 to 1/2 the kernels don't pop so,True
1,"My built-in microwave died recently after a verrrrry long life, and finding a replacement was a major ordeal. Because I don’t know how long until I have a new microwave installed, I decided to buy one that was priced low to get me through the wait. I use my microwave every day to reheat things like soup or casseroles. Unfortunately, this Black & Decker is a piece of junk. I can’t even use it for reheating ☹️  Maybe it would work for students in a dorm who just need something to make popcorn or other microwave-ready foods, but it’s useless in an adult kitchen.",False
1,"My built-in microwave died recently after a verrrrry long life, and finding a replacement was a major ordeal. Because I",True
1,"don’t know how long until I have a new microwave installed, I decided to buy one that was priced low",True
1,"to get me through the wait. I use my microwave every day to reheat things like soup or casseroles. Unfortunately,",True
1,this Black & Decker is a piece of junk. I can’t even use it for reheating ☹️ Maybe it would,True
1,"work for students in a dorm who just need something to make popcorn or other microwave-ready foods, but it’s useless",True
1,"don’t know how long until I have a new microwave installed, I decided to buy one that was priced low My built-in microwave died recently after a verrrrry long life, and finding a replacement was a major ordeal. Because I this Black & Decker is a piece of junk. I can’t even use it for reheating ☹️ Maybe it would to get me through the wait. I use my microwave every day to reheat things like soup or casseroles. Unfortunately, in an adult kitchen. work for students in a dorm who just need something to make popcorn or other microwave-ready foods, but it’s useless",True
1,"We bought this microwave last year and have always had problems with the moisture collection on the door and bottom of the inside. We clean it out regularly and wipe the moisture out, but tonight we discovered that there were maggots growing on the inside of our microwave. So disgusting, don’t know why this microwave has so many good reviews. Do not buy this.",False
1,We bought this microwave last year and have always had problems with the moisture collection on the door and bottom,True
1,"of the inside. We clean it out regularly and wipe the moisture out, but tonight we discovered that there were",True
1,"maggots growing on the inside of our microwave. So disgusting, don’t know why this microwave has so many good reviews.",True
1,Do not buy this.,True
1,"of the inside. We clean it out regularly and wipe the moisture out, but tonight we discovered that there were We bought this microwave last year and have always had problems with the moisture collection on the door and bottom Do not buy this. maggots growing on the inside of our microwave. So disgusting, don’t know why this microwave has so many good reviews.",True
1,Hard to see why this is top rated since it has died after only 15 months.  Sound like it’s going to explode when you turn it on.  I guess  things just don’t last.,False
1,Hard to see why this is top rated since it has died after only 15 months. Sound like it’s going,True
1,to explode when you turn it on. I guess things just don’t last.,True
1,to explode when you turn it on. I guess things just don’t last. Hard to see why this is top rated since it has died after only 15 months. Sound like it’s going,True
3,"I gave it 3 stars because I think it's a decent microwave, and low power consumption.However, it appears to be the same innards as the Farberware in the same price range, and both this microwave and the Farberware have a time-of-day clock that doesn't keep accurate time – the clock is seriously fast.  After a few days, the clock is 8 minutes fast.",False
3,"I gave it 3 stars because I think it's a decent microwave, and low power consumption.However, it appears to be",True
3,"the same innards as the Farberware in the same price range, and both this microwave and the Farberware have a",True
3,"time-of-day clock that doesn't keep accurate time – the clock is seriously fast. After a few days, the clock is",True
3,8 minutes fast.,True
3,"the same innards as the Farberware in the same price range, and both this microwave and the Farberware have a I gave it 3 stars because I think it's a decent microwave, and low power consumption.However, it appears to be 8 minutes fast. time-of-day clock that doesn't keep accurate time – the clock is seriously fast. After a few days, the clock is",True
3,The first one that came was defective. It wouldn’t open at all so they had to give me a new one which has a ringing noise constantly but overall it does work and do the job,False
3,The first one that came was defective. It wouldn’t open at all so they had to give me a new,True
3,one which has a ringing noise constantly but overall it does work and do the job,True
3,one which has a ringing noise constantly but overall it does work and do the job The first one that came was defective. It wouldn’t open at all so they had to give me a new,True
1,While heating up our food in the microwave safe container the side of the microwave caught fire after making a crackle sound and sparked.,False
1,While heating up our food in the microwave safe container the side of the microwave caught fire after making a,True
1,crackle sound and sparked.,True
1,crackle sound and sparked. While heating up our food in the microwave safe container the side of the microwave caught fire after making a,True
3,"I needed a new ME. Wanted something simple. This had good reviews. Small. Affordable. Great. Got it. Worked fine by choosing minutes snd start.  Then it didn’t. Followed book instructions-time, minutes, power, start. Great. Worked. NOW no matter what I choose, power will not come in!  Just counts down like a timer.  Totally frustrated and ready to dig box out of trash and return!",False
3,I needed a new ME. Wanted something simple. This had good reviews. Small. Affordable. Great. Got it. Worked fine by,True
3,"choosing minutes snd start. Then it didn’t. Followed book instructions-time, minutes, power, start. Great. Worked. NOW no matter what I",True
3,"choose, power will not come in! Just counts down like a timer. Totally frustrated and ready to dig box out",True
3,of trash and return!,True
3,"choosing minutes snd start. Then it didn’t. Followed book instructions-time, minutes, power, start. Great. Worked. NOW no matter what I I needed a new ME. Wanted something simple. This had good reviews. Small. Affordable. Great. Got it. Worked fine by of trash and return! choose, power will not come in! Just counts down like a timer. Totally frustrated and ready to dig box out",True
2,This is a cool buy it works when it’s taken care of…it’s either your food will not be warm after a year or it will stop working in general…I didn’t buy it from Amazon but just saying the brand is giving you what it’s worth. Mines basically stopped working after a year,False
2,This is a cool buy it works when it’s taken care of…it’s either your food will not be warm after,True
2,a year or it will stop working in general…I didn’t buy it from Amazon but just saying the brand is,True
2,giving you what it’s worth. Mines basically stopped working after a year,True
2,a year or it will stop working in general…I didn’t buy it from Amazon but just saying the brand is This is a cool buy it works when it’s taken care of…it’s either your food will not be warm after giving you what it’s worth. Mines basically stopped working after a year,True
2,Again..another reason to not buy appliances on line...takes 3 minutes to warm up french toast ..the thing has no power and barely enough space to insert plate,False
2,Again..another reason to not buy appliances on line...takes 3 minutes to warm up french toast ..the thing has no power,True
2,and barely enough space to insert plate,True
2,and barely enough space to insert plate Again..another reason to not buy appliances on line...takes 3 minutes to warm up french toast ..the thing has no power,True
2,"It heats things fine, but gets weirdly wet on the inside, have to wipe it out constantly.",False
2,"It heats things fine, but gets weirdly wet on the inside, have to wipe it out constantly.",True
2,"It heats things fine, but gets weirdly wet on the inside, have to wipe it out constantly.",True
3,"Well, it works. And even bigger-sized plates. I like it, but always have to remind myself to increase the time to cook since it's low wattage. Also, smoke comes out if you leave something in there for more than 2 or so minutes cooking. Not sure if that's a good or bad thing or if my place will ultimately burn down..",False
3,"Well, it works. And even bigger-sized plates. I like it, but always have to remind myself to increase the time",True
3,"to cook since it's low wattage. Also, smoke comes out if you leave something in there for more than 2",True
3,or so minutes cooking. Not sure if that's a good or bad thing or if my place will ultimately burn,True
3,down..,True
3,"to cook since it's low wattage. Also, smoke comes out if you leave something in there for more than 2 Well, it works. And even bigger-sized plates. I like it, but always have to remind myself to increase the time down.. or so minutes cooking. Not sure if that's a good or bad thing or if my place will ultimately burn",True
3,Hard to read display without very bright light near. No light to make display easy to see. Ad on site (ref pic) makes it look different than it actually is. Misleading ad and dissapointing. Will return and choose different brand.,False
3,Hard to read display without very bright light near. No light to make display easy to see. Ad on site,True
3,(ref pic) makes it look different than it actually is. Misleading ad and dissapointing. Will return and choose different brand.,True
3,(ref pic) makes it look different than it actually is. Misleading ad and dissapointing. Will return and choose different brand. Hard to read display without very bright light near. No light to make display easy to see. Ad on site,True
2,My only issue is it has a very low power level which it probably states I just didn’t pay attention lol so it takes awhile to heat things up in comparison to my last one !,False
2,My only issue is it has a very low power level which it probably states I just didn’t pay attention,True
2,lol so it takes awhile to heat things up in comparison to my last one !,True
2,lol so it takes awhile to heat things up in comparison to my last one ! My only issue is it has a very low power level which it probably states I just didn’t pay attention,True
3,This microwave is very small and not very powerful. I tried defrosting meat it took 15 minutes for a pound of hamburger and forget making quesadillas in it. I would not purchase this again.,False
3,This microwave is very small and not very powerful. I tried defrosting meat it took 15 minutes for a pound,True
3,of hamburger and forget making quesadillas in it. I would not purchase this again.,True
3,of hamburger and forget making quesadillas in it. I would not purchase this again. This microwave is very small and not very powerful. I tried defrosting meat it took 15 minutes for a pound,True
1,"I could've gotten a bigger microwave than this for 99$!! It might work good but the size for the price, not worth it I wouldn't recommend unless it's just for a single person.",False
1,"I could've gotten a bigger microwave than this for 99$!! It might work good but the size for the price,",True
1,not worth it I wouldn't recommend unless it's just for a single person.,True
1,"not worth it I wouldn't recommend unless it's just for a single person. I could've gotten a bigger microwave than this for 99$!! It might work good but the size for the price,",True
2,The right size but takes forever to heat anything. Like 6 min for one bowl of pasta.,False
2,The right size but takes forever to heat anything. Like 6 min for one bowl of pasta.,True
2,The right size but takes forever to heat anything. Like 6 min for one bowl of pasta.,True
2,"This microwave looks great and fits perfectly in a small corner in my kitchen. It also JUST fits my largest plates/bowls perfectly. However, it has a couple issues. First, the biggest, is after using it for a couple weeks microwave lunch plates (covered with a paper towel), some spots on the inside walls formed with mold. It seems that the microwave doesn't evacuate steam from the small space well (weak fan or needs to run longer?). After cleaning the inside thoroughly, I've been leaving the door open for 10-15min after each use but expect this to kill the light bulb pretty quick. Second, the buttons can be kinda hard to press and hit or miss on responding depending on where you press.",False
2,This microwave looks great and fits perfectly in a small corner in my kitchen. It also JUST fits my largest,True
2,"plates/bowls perfectly. However, it has a couple issues. First, the biggest, is after using it for a couple weeks microwave",True
2,"lunch plates (covered with a paper towel), some spots on the inside walls formed with mold. It seems that the",True
2,microwave doesn't evacuate steam from the small space well (weak fan or needs to run longer?). After cleaning the inside,True
2,"thoroughly, I've been leaving the door open for 10-15min after each use but expect this to kill the light bulb",True
2,"plates/bowls perfectly. However, it has a couple issues. First, the biggest, is after using it for a couple weeks microwave This microwave looks great and fits perfectly in a small corner in my kitchen. It also JUST fits my largest microwave doesn't evacuate steam from the small space well (weak fan or needs to run longer?). After cleaning the inside lunch plates (covered with a paper towel), some spots on the inside walls formed with mold. It seems that the pretty quick. Second, the buttons can be kinda hard to press and hit or miss on responding depending on where thoroughly, I've been leaving the door open for 10-15min after each use but expect this to kill the light bulb you press.",True
1,"The internal dimensions listed are not truly accurate, they measure to the recessed bump-out inside the box, not the bottom of the overall internal size. Those measurements only work if you are using some sort of elevated plate with a tall foot. When using a simple FLAT PLATE, the internal dimensions are half an inch narrower than the bump out, which on a microwave this size, makes all the difference.VERY disappointed to receive this item having confirmed that my dinner plate will fit, only to realize the dimensions they provide are not fully accurate and I actually can't fit a dinner plate.",False
1,"The internal dimensions listed are not truly accurate, they measure to the recessed bump-out inside the box, not the bottom",True
1,of the overall internal size. Those measurements only work if you are using some sort of elevated plate with a,True
1,"tall foot. When using a simple FLAT PLATE, the internal dimensions are half an inch narrower than the bump out,",True
1,"which on a microwave this size, makes all the difference.VERY disappointed to receive this item having confirmed that my dinner",True
1,"plate will fit, only to realize the dimensions they provide are not fully accurate and I actually can't fit a",True
1,"of the overall internal size. Those measurements only work if you are using some sort of elevated plate with a The internal dimensions listed are not truly accurate, they measure to the recessed bump-out inside the box, not the bottom which on a microwave this size, makes all the difference.VERY disappointed to receive this item having confirmed that my dinner tall foot. When using a simple FLAT PLATE, the internal dimensions are half an inch narrower than the bump out, dinner plate. plate will fit, only to realize the dimensions they provide are not fully accurate and I actually can't fit a",True
2,"Okay so this microwave does the job, I actually have no complaints about it microwaving food, BUT I've never see this in a microwave, if you microwave anything with moisture or water, when it's done the water condenses all over the inside of the microwave and so there are just drops of water all over the inside, it gets sopping wet and no this is not from overheating water and it exploding, it just does this! And since the moisture just apparently gets stuck there,  the inside begins to smell rancid, it smells like urine. I clean it constantly, I have never had to clean a microwave this many times. It's so odd and gross!",False
2,"Okay so this microwave does the job, I actually have no complaints about it microwaving food, BUT I've never see",True
2,"this in a microwave, if you microwave anything with moisture or water, when it's done the water condenses all over",True
2,"the inside of the microwave and so there are just drops of water all over the inside, it gets sopping",True
2,"wet and no this is not from overheating water and it exploding, it just does this! And since the moisture",True
2,"just apparently gets stuck there, the inside begins to smell rancid, it smells like urine. I clean it constantly, I",True
2,"this in a microwave, if you microwave anything with moisture or water, when it's done the water condenses all over Okay so this microwave does the job, I actually have no complaints about it microwaving food, BUT I've never see wet and no this is not from overheating water and it exploding, it just does this! And since the moisture the inside of the microwave and so there are just drops of water all over the inside, it gets sopping have never had to clean a microwave this many times. It's so odd and gross! just apparently gets stuck there, the inside begins to smell rancid, it smells like urine. I clean it constantly, I",True
1,"This is a nice-looking microwave. But that's about it's only good feature.I noticed when I received it that the touch panel was slightly bubbled -- and although it didn't seem to affect the performance, I was afraid that it might in the future. So, I ordered a replacement and it had the exact same problem. After cooking anything, excessive, dripping condensation forms inside the microwave-- and it doesn't dry. The door and turntable were literally dripping wet all the time. Other reviewers have noted the same about this and other Black & Decker microwaves. And within 2 weeks, the power seemed to drop by half. I unfortunately had to return it.",False
1,This is a nice-looking microwave. But that's about it's only good feature.I noticed when I received it that the touch,True
1,"panel was slightly bubbled -- and although it didn't seem to affect the performance, I was afraid that it might",True
1,"in the future. So, I ordered a replacement and it had the exact same problem. After cooking anything, excessive, dripping",True
1,condensation forms inside the microwave-- and it doesn't dry. The door and turntable were literally dripping wet all the time.,True
1,"Other reviewers have noted the same about this and other Black & Decker microwaves. And within 2 weeks, the power",True
1,"panel was slightly bubbled -- and although it didn't seem to affect the performance, I was afraid that it might This is a nice-looking microwave. But that's about it's only good feature.I noticed when I received it that the touch condensation forms inside the microwave-- and it doesn't dry. The door and turntable were literally dripping wet all the time. in the future. So, I ordered a replacement and it had the exact same problem. After cooking anything, excessive, dripping seemed to drop by half. I unfortunately had to return it. Other reviewers have noted the same about this and other Black & Decker microwaves. And within 2 weeks, the power",True
1,I had to return it because it was dented  and the door would not open on the microwave,False
1,I had to return it because it was dented and the door would not open on the microwave,True
1,I had to return it because it was dented and the door would not open on the microwave,True
1,"Had to return, defective/ didn’t work",False
1,"Had to return, defective/ didn’t work",True
1,"Had to return, defective/ didn’t work",True
3,"glad i bought 1500w inverter, not 1000w as i though would be enough for 700w microwave",False
3,"glad i bought 1500w inverter, not 1000w as i though would be enough for 700w microwave",True
3,"glad i bought 1500w inverter, not 1000w as i though would be enough for 700w microwave",True
3,I did not realize that 700 W meant I would need to estimate the time needed to be added to instructions on packages.  So my fault that way.,False
3,I did not realize that 700 W meant I would need to estimate the time needed to be added to,True
3,instructions on packages. So my fault that way.,True
3,instructions on packages. So my fault that way. I did not realize that 700 W meant I would need to estimate the time needed to be added to,True
1,"The open-door button broke within 3 months of use, the surface of all buttons started wearing and is now looking very ragged within 6 months of use. Still heats food but not good quality.",False
1,"The open-door button broke within 3 months of use, the surface of all buttons started wearing and is now looking",True
1,very ragged within 6 months of use. Still heats food but not good quality.,True
1,"very ragged within 6 months of use. Still heats food but not good quality. The open-door button broke within 3 months of use, the surface of all buttons started wearing and is now looking",True
1,Hard to get a dinner plate to fit. Complicated to operate.,False
1,Hard to get a dinner plate to fit. Complicated to operate.,True
1,Hard to get a dinner plate to fit. Complicated to operate.,True
2,"I have had this microwave for almost 3 years and need to replace. I have read that microwaves are expected to last about 7-8 years(?).  The inside has started peeling/chipping and as a result, rusting. My family has complained that it takes twice as long as other microwaves to heat food (they are comparing it to the onesat their work). Its a bit loud when in use and water tends to build up easily inside , contributing to the rusting going on. I will invest in a better one this time around : /",False
2,I have had this microwave for almost 3 years and need to replace. I have read that microwaves are expected,True
2,"to last about 7-8 years(?). The inside has started peeling/chipping and as a result, rusting. My family has complained that",True
2,it takes twice as long as other microwaves to heat food (they are comparing it to the onesat their work).,True
2,"Its a bit loud when in use and water tends to build up easily inside , contributing to the rusting",True
2,going on. I will invest in a better one this time around : /,True
2,"to last about 7-8 years(?). The inside has started peeling/chipping and as a result, rusting. My family has complained that I have had this microwave for almost 3 years and need to replace. I have read that microwaves are expected Its a bit loud when in use and water tends to build up easily inside , contributing to the rusting it takes twice as long as other microwaves to heat food (they are comparing it to the onesat their work). going on. I will invest in a better one this time around : /",True
2,It had a dent when we first opened it up so returned it.,False
2,It had a dent when we first opened it up so returned it.,True
2,It had a dent when we first opened it up so returned it.,True
3,This is not the size I thought this microwave would be it's too small is smaller than the one I had at first,False
3,This is not the size I thought this microwave would be it's too small is smaller than the one I,True
3,had at first,True
3,had at first This is not the size I thought this microwave would be it's too small is smaller than the one I,True
2,Item too small,False
2,Item too small,True
2,Item too small,True
3,Is has a dent on it,False
3,Is has a dent on it,True
3,Is has a dent on it,True
2,"This is a tiny, low-powered microwave, which I was expecting.  I wasn't expecting the paint to start bubbling and peeling within a couple of months, and for the inside to start to rust along the edges.  I've had it for a year and a half now, the the paint is  bubbled and peeling on the top and bottom, and is scraped off where the wheels are for the dish.  It's impossible to clean now, and I plan to replace it.  This was not a good purchase.",False
2,"This is a tiny, low-powered microwave, which I was expecting. I wasn't expecting the paint to start bubbling and peeling",True
2,"within a couple of months, and for the inside to start to rust along the edges. I've had it for",True
2,"a year and a half now, the the paint is bubbled and peeling on the top and bottom, and is",True
2,"scraped off where the wheels are for the dish. It's impossible to clean now, and I plan to replace it.",True
2,This was not a good purchase.,True
2,"within a couple of months, and for the inside to start to rust along the edges. I've had it for This is a tiny, low-powered microwave, which I was expecting. I wasn't expecting the paint to start bubbling and peeling scraped off where the wheels are for the dish. It's impossible to clean now, and I plan to replace it. a year and a half now, the the paint is bubbled and peeling on the top and bottom, and is This was not a good purchase.",True
3,"I was not sure when I ordered this, I needed a smaller microwave but the power on this one does not seem to be up to par with what my old one was. I am considering returning it and getting a different one.",False
3,"I was not sure when I ordered this, I needed a smaller microwave but the power on this one does",True
3,not seem to be up to par with what my old one was. I am considering returning it and getting,True
3,a different one.,True
3,"not seem to be up to par with what my old one was. I am considering returning it and getting I was not sure when I ordered this, I needed a smaller microwave but the power on this one does a different one.",True
3,Good for small spaces but weak power,False
3,Good for small spaces but weak power,True
3,Good for small spaces but weak power,True
2,"Purchased it as a wedding gift for my cousin. Had it shipped to her,  it was received with scratches and a ding on the front. :(",False
2,"Purchased it as a wedding gift for my cousin. Had it shipped to her, it was received with scratches and",True
2,a ding on the front. :(,True
2,"a ding on the front. :( Purchased it as a wedding gift for my cousin. Had it shipped to her, it was received with scratches and",True
3,The only thing I dislike is that the controls take a very heavy touch to work,False
3,The only thing I dislike is that the controls take a very heavy touch to work,True
3,The only thing I dislike is that the controls take a very heavy touch to work,True
3,This not bad. Not worth $88.Definitely small microwave then normal ones. Better this then none though.,False
3,This not bad. Not worth $88.Definitely small microwave then normal ones. Better this then none though.,True
3,This not bad. Not worth $88.Definitely small microwave then normal ones. Better this then none though.,True
1,"Pros: SizeCons: 1. The control pad is very resistant to being pushed. In order to make a selection, you literally have to hold on to the unit to keep it from sliding away. I admit it's on top of my refrigerator, which is metal, but the level of pressure to engage a control is dumb. I used it on quartzite counter top and it would slide around. Maybe if it's on very rough wood it wouldn't slide around; maybe. 2. When the table is rotating the noise is a wa, wa, wa, wa. Loud enough to be unwanted.",False
1,"Pros: SizeCons: 1. The control pad is very resistant to being pushed. In order to make a selection, you literally",True
1,have to hold on to the unit to keep it from sliding away. I admit it's on top of my,True
1,"refrigerator, which is metal, but the level of pressure to engage a control is dumb. I used it on quartzite",True
1,counter top and it would slide around. Maybe if it's on very rough wood it wouldn't slide around; maybe. 2.,True
1,"When the table is rotating the noise is a wa, wa, wa, wa. Loud enough to be unwanted.",True
1,"have to hold on to the unit to keep it from sliding away. I admit it's on top of my Pros: SizeCons: 1. The control pad is very resistant to being pushed. In order to make a selection, you literally counter top and it would slide around. Maybe if it's on very rough wood it wouldn't slide around; maybe. 2. refrigerator, which is metal, but the level of pressure to engage a control is dumb. I used it on quartzite When the table is rotating the noise is a wa, wa, wa, wa. Loud enough to be unwanted.",True
1,I purchased this microwave in Dec 2020.  I live alone and it is not heavily used.  Within a year it started to develop rust inside along the seams even though I was always careful to allow it to dry thoroughly after use.  Now the paint inside the microwave has actually bubbled and will be peeling off.  I don't even know if it is safe to use.  I have had many microwaves in my long life and I have never seen anything like this.  Nor has anyone that I show it too.  I do not recommend that anyone buy this microwave.,False
1,I purchased this microwave in Dec 2020. I live alone and it is not heavily used. Within a year it,True
1,started to develop rust inside along the seams even though I was always careful to allow it to dry thoroughly,True
1,after use. Now the paint inside the microwave has actually bubbled and will be peeling off. I don't even know,True
1,if it is safe to use. I have had many microwaves in my long life and I have never seen,True
1,anything like this. Nor has anyone that I show it too. I do not recommend that anyone buy this microwave.,True
1,started to develop rust inside along the seams even though I was always careful to allow it to dry thoroughly I purchased this microwave in Dec 2020. I live alone and it is not heavily used. Within a year it if it is safe to use. I have had many microwaves in my long life and I have never seen after use. Now the paint inside the microwave has actually bubbled and will be peeling off. I don't even know anything like this. Nor has anyone that I show it too. I do not recommend that anyone buy this microwave.,True
3,Smaller than I thought will have to replace for larger size,False
3,Smaller than I thought will have to replace for larger size,True
3,Smaller than I thought will have to replace for larger size,True
1,The number pad did not work.,False
1,The number pad did not work.,True
1,The number pad did not work.,True
2,"Started beeping and wouldn't stop until I unplugged it, after only 3 days of use.  I returned it and purchased a totally different brand, directly from a brick and mortar store.",False
2,"Started beeping and wouldn't stop until I unplugged it, after only 3 days of use. I returned it and purchased",True
2,"a totally different brand, directly from a brick and mortar store.",True
2,"a totally different brand, directly from a brick and mortar store. Started beeping and wouldn't stop until I unplugged it, after only 3 days of use. I returned it and purchased",True
2,Too small- a bag of popcorn doesn't have room to turn. Standard plate has to be tipped to one side to fit in. Its a no.,False
2,Too small- a bag of popcorn doesn't have room to turn. Standard plate has to be tipped to one side,True
2,to fit in. Its a no.,True
2,to fit in. Its a no. Too small- a bag of popcorn doesn't have room to turn. Standard plate has to be tipped to one side,True
2,It was smaller than I wanted,False
2,It was smaller than I wanted,True
2,It was smaller than I wanted,True
2,"I ran this microwave more than 15 minutes and it started to melt, it smelled like burning plastic.  buyer beware.",False
2,"I ran this microwave more than 15 minutes and it started to melt, it smelled like burning plastic. buyer beware.",True
2,"I ran this microwave more than 15 minutes and it started to melt, it smelled like burning plastic. buyer beware.",True
3,Receive microwave with a cracked glass insert.,False
3,Receive microwave with a cracked glass insert.,True
3,Receive microwave with a cracked glass insert.,True
3,Makes a lot of weird noise. Beeps during run time.,False
3,Makes a lot of weird noise. Beeps during run time.,True
3,Makes a lot of weird noise. Beeps during run time.,True
2,"bought this back in 2020, everything works 3 years later. But now I have to throw it out because it is starting to RUST. Around the door and the framing the door rests against.",False
2,"bought this back in 2020, everything works 3 years later. But now I have to throw it out because it",True
2,is starting to RUST. Around the door and the framing the door rests against.,True
2,"is starting to RUST. Around the door and the framing the door rests against. bought this back in 2020, everything works 3 years later. But now I have to throw it out because it",True
1,"Smaller than it appears and fits very few things. Takes forever to heat up anything.Over time it builds up moisture. The walls are always wet, there is standing water under the turntable.  All this causes bacteria and mold growth and bad smell. Surprisingly bad microwave.",False
1,Smaller than it appears and fits very few things. Takes forever to heat up anything.Over time it builds up moisture.,True
1,"The walls are always wet, there is standing water under the turntable. All this causes bacteria and mold growth and",True
1,bad smell. Surprisingly bad microwave.,True
1,"The walls are always wet, there is standing water under the turntable. All this causes bacteria and mold growth and Smaller than it appears and fits very few things. Takes forever to heat up anything.Over time it builds up moisture. bad smell. Surprisingly bad microwave.",True
1,Not enough power,False
1,Not enough power,True
1,Not enough power,True
1,"I got it and plugged it in, it turned on but it wouldn't heat anything. I contacted amazon and they wanted me to trouble shoot it. I asked to return it and I was informed that I would have to take it to a facility to ship it out or I could pay to have it picked up from my house. Amazon's been slowly going downhill over the years.",False
1,"I got it and plugged it in, it turned on but it wouldn't heat anything. I contacted amazon and they",True
1,wanted me to trouble shoot it. I asked to return it and I was informed that I would have to,True
1,take it to a facility to ship it out or I could pay to have it picked up from my,True
1,house. Amazon's been slowly going downhill over the years.,True
1,"wanted me to trouble shoot it. I asked to return it and I was informed that I would have to I got it and plugged it in, it turned on but it wouldn't heat anything. I contacted amazon and they house. Amazon's been slowly going downhill over the years. take it to a facility to ship it out or I could pay to have it picked up from my",True
