rating,review
5,We love it
1,"I struggled with 1 or 2 stars for this review.  It has been less than 3 years since I purchased this microwave and like some other reviews, I am now having to replace it because of rust issues on the interior.  The entire top has bubbling paint and rust now to the point where flakes are falling onto anything that gets microwaved.  I hadn't noticed it until recently but to be this bad the problem has to have been going on for a while.The microwave does its job as expected - but rusting on the inside after probably a year and a half or two?  Absolutely unacceptable.  I would look elsewhere."
3,It didn’t last long. Not sure what went wrong but I used as like you usually would a microwave. Not buying this brand again
3,"We wanted something that could hold a full-size dinner plate, which this does; did not take up a lot of space on the counter, which it does; and one with a feature where we could turn the beeping totally off, which this has. Too bad it is obvious that is not a very well made microwave, so if it lasts 6-12 months we will be surprised. The door is a tad loose (more so than our last unit, which was a different brand), but then so are a lot of microwave oven doors, just not as much as this unit. What bothered us most was that it wobbled a lot whenever we opened and closed the door. This was solved by placing soft plastic bumper pads on the 2 front feet. As for heating food or drink, so far it seems to be doing okay, and what we have prepared seems to have cooked/melted as usual, even though this unit has a lower power wattage than our last unit. Just have to adjust times is all."
2,"The settings on this thing are super frustrating, mediocre device. Would not buy this one again. Can never get the right time or setting. Hate this microwave."
4,"The oven works well and is easy to use but the display is absolutely useless.  No matter what you set it to do the display is uniformly a number of minutes and seconds counting down.  Select a cook time and press start or select a power level and a cook time and press start or select ""inverter turbo defrost"" and press start.  It's all the same display - a number of seconds counting down.  And since it's an inverter you can't tell the power level by listening to it turn on and off.  Did I remember to select a power level or is it on full power?  Is it defrosting or cooking?  Who knows?  Who cares?"
5,I have used this microwave to several months now and can report that daily use is convenient and easy to use. Heats consistently and I never have issues with functions or heating properly. One test I like to use it microwaveable popcorn. I experimented with time and got consistent results. Then I found the right timing and never looked back. Each bag pops nearly all the kernels and never burns it. That's worth the price alone to me.
3,"I almost gave it 2 stars. Closing the door on this thing sounds like closing a big, tin barn door; it is very loud. I wouldn't be surprised if my next-door neighbor can hear the door shut. It's also very loud the moment it starts heating. I've had it for less than 5 months. Works OK so far, but after reading how many people have had theirs last only days or weeks, I have to wonder how much longer it'll be till mine gives up the ghost. Twenty-first century economics: ""pay more, get less."""
1,Box damage old dry food on front of microwave dent on side
1,This microwave easily overheats and just off.  I tried to cook two microwaveable potatoes and after 14 minutes it overheated.  Would never buy this product again.
5,Excellent product. The compact size fit my limited kitchen space. Easy to use.
5,"Initial reactions to my new microwave:It's larger than expected, even though it says it's perfect for apartments and dorms. Larger than my last microwave.It's very heavy though. It is definately a countertop microwave and not a shelf microwave. Probably 34-40 lbs. For a new microwave, it seem s like a lot. The Amazon driver dropped the boxed microwave and broke my cement step. The microwave was not even damaged because it was packaged so well, but the unit is heavy.The Stainless Steel face is great for cleaning and very nice looking. The rest of the microwave is black.I would have liked the current 99.99 price, instead of the 109.99 price I paid. It went down in price the day after I bought it.Cooks frozen burritos thirty seconds faster than old microwave. (Granted, it's five years newer).Overall, I'm very pleased and impressed."
1,We ordered the first microwave and the turntable made a terrible noise and I knew that something.  Amazon replaced the item quickly but it stopped working after about 45 days. Do NOT buy!
2,"This microwave has a nice look to it, smaller then I was expecting but ok. It cooks food just fine, but the defrost feature sucks! It cooks the food every time which makes it difficult when trying to make burgers or anything really. Hate writing bad reviews,  but this is the truth.."
4,It's great other than the fact it doesn't give you an option for showing the time of day it is.
4,"Downsized from a full size microwave and love the smaller size. Plenty of room for a dinner plate. Works decent. Only complaint is you can't change power level mid-cook like my old microwave allowed. So, express cook shortcut can't be used for 4 minutes at power level 5. Instead lots of extra button pressing... ""time cook"" ""4"" ""0"" ""0"" ""power level"" ""5"" ""start""."
5,"Bought this for the office; small footprint, simple to work, quiet, works great.  Definitely recommend if you don't have a lot of space, but want a microwave."
5,"This microwave allows you to get rid of the annoying beeps when pushing the buttons and when it shuts off.  Don't understand why all microwaves don't have the option to get rid of them.  Anyway, been using this for a while and am very happy I purchased it.  It also runs quieter than my old microwave!"
1,"It was pretty good until it started heating plates & cups to the point that you needed a potholder to remove and the may or may not be hot. Now at 2 yrs 3 mo. it doesn't work. The light comes on, the non-cooking buttons work, but I can't get it to warm even after unplugging multiple times and even overnight.  Very disappointed with the short life!!!"
4,"This machine is awesome in every way, except one: durability.  We love this machine, the problem is I have needed to buy 3 in 10 years.  I gave it one more chance because at my large office complex, there is one on every floor and they have lasted 7 years now with much higher usage than a home microwave...and they are all still kicking."
5,"This is a great microwave. Internal size is perfect for a larger family, counter depth allows it to sit back into the counter top."
4,"It’s a nice large microwave oven. Even the pizza box fits in it. Only 2 cons. 1) door doesn’t open when the open button is pressed and appear to have a stickiness. So need both hands to open the door (which is not very practical when one is trying to load in some food). 2) there is no quick time starts. Even 30 second option needs to be selected then have to press start. No one click heating. Other than these two, haven’t had problems over the last couple of months of use."
2,"Well, after just over a year, it's suddenly started buzzing and smoking when I try to use it.  So, I now get to find another disposable appliance to waste my money on.  Good luck with the roulette game of finding something that'll last!"
4,It’s perfect for my small kitchen. Very easy to set up and use
1,Loved the sensor and the way it heated the whole food item at the same time. My old microwave had cold spots in the middle.  It worked great for 4 months.  It then started making a whistling noise while running and the outside top got so hot I couldn’t touch it.  Felt it was a potential fire hazard.  Returned it through Amazon for a credit card refund.  Much to my surprise I was charged a $43 restocking fee.  Hope they don’t just turn around and sell it to someone else!
4,I love the look and easy use of this microwave.  The only issue is it came with the clock piece jilted so it only shows half the clock.  Does bother me enough to send for a replacement.
4,Me agrado el tamaño y lo fácil de usarlo.
1,"Right, well, I was expecting to be happy with this purchase after reading all of the decent reviews, but I'm disappointed now that it's here. When I opened the box, I was greeted with the turntable ring being broken into pieces. Not that surprised it didn't make it, as it feels like cheap plastic. I was willing to overlook that though because a turntable ring isn't a big deal, but then I started taking everything off of the microwave itself and found another broken piece. Opened up the door to the microwave to see that the bottom piece of the safety interlock system had snapped off, so now I can't even shut the door all the way, which means I can't use the microwave at all now. It's just sitting there, a useless waste of money. Safe to say I'm quite ticked about this."
1,product was unable to turn on
4,"Very easy to use, with understandable controls (I hate to see microwaves with buttons that you have no idea what they do). Works well, and when the time stops it doesn't fill the whole house with loud beeping. Just be careful with cooking or reheating food: most food instructions are set for microwaves of 1100 watts or lower; this one is 1250 and can heat fast."
4,"First the positives.  It's almost exactly the same size as the microwave that went out, and slightly more powerful.  It cooks well, and the turntable runs smoothly.  The reason it didn't get 5 stars?  Because the control panel manages to make the simplest of operations take far longer than they should.  On my old microwave, if you wanted to record something at half power for five minutes, you hit minutes, followed by 5 and two zeros, and hit power followed by 5 and hit start.  You could do the time first or the power first, either way it worked fine.  For this one you have to hit the power button five times to get it down to half power,  If you hit it six times you have to keep hitting it till it rolls back again.  No way just to enter power level 5.  Then you enter the time.  If you switch the order, you figure out after you take the food out that it cooked it at full power instead of half power.  Of course the old oven displayed the cooking power you were using while it was running, of course this one doesn't. The old microwave I replaced worked for more than fifteen years, and the very forgiving and simple control panel functions it had are still very similar to the ones used on most microwaves.  Why make things that should be simple unnecessarily complicated and time consuming?  I bought this unit because it had very great reviews on quality.  Is it too much to ask that while making it last a long time, they not screw up something as simple as how you actually use the control pad to use the microwave?"
5,"Our 20-year old 1500 watt Panasonic (1.5 cubic ft) finally died; it was a great microwave.  I wanted something comparable, and this is it, only better.  After a couple of weeks, I have tried out all the major functions by now.The first (and easiest) was popcorn.  It was the best I have ever seen, using the 3.2 oz setting for the 3.6 oz Orville Redenbacher bag.  There were no burnt kernels, and very few unpopped ones.The cooking times are comparable to the old one, even though this one is lower power.  Maybe the old one was getting a little weak with age, or the new one is just more efficient.  But the ""inverter"" technology (which actually refers to the power supply) is very good at controlling the heat and making more effective use of the power available.  And the timing controls are the same as the old one, just with a few additional buttons for the new functions, so it is easy to use.My real favorite is the ""sensor"" technology.  If you do it right (choose the right setting for the type of food, and use a vented cover so that the steam can escape), it takes a lot of guesswork out of common chores.  I have tried both large and small baked potatoes (split in half with bacon on them), and they came out great; better than I could do with manual timings.  Also omelettes are perfect; I do egg burritos with salsa and sausage or whatever.  It allows experimentation with recipes without worrying about the cooking time or power.Vegetables are good too, though I use the ""reduce time"" button there to prevent them from being overcooked.I have a couple of minor gripes:  the push button to open the door is a little bit of over-design, and may push the microwave around.  Why not a handle on the door like the old one?  And as others have noted, the light is dim.  But I only use it to check boiling water once in a while, and with the sensor technology, I don't even need to do that much anymore.I just hope it lasts as long as the old one.  It is a winner for me."
3,I was happy enough with this product. The microwave has been kept clean.The turntable simply stopped.The Panasonic website says not to use if turntable is not turning. This item should last longer than a mere 16 months
5,"I got this Chefman MicroCrisp microwave oven because I was tired of ending up with soggy reheated food. The promise of a microwave that can also crisp and cook like an oven intrigued me, so I decided to give it a try.This microwave oven has a sleek all-black design with a sturdy stainless-steel handle, giving it a modern look that blends well with my kitchen appliances. The user-guided touch control panel is intuitive and makes it easy to select the desired cooking time and temperatures. After unboxing, I simply placed it on my countertop, plugged it in and started using it right away. The microwave's size is perfect, fitting seamlessly into my kitchen while still providing a spacious 1.1 cubic ft capacity. The instruction manual provided clear guidelines for the initial setup. It took no time to get the microwave ready for use.One of the awesome features of the Chefman MicroCrisp is its ""Cook & Crisp"" power combo. This unique function allows me to achieve oven-like results in a microwave! It works like a microwave air fryer combo, providing both heating and crisping capabilities in one appliance. With six precision presets, I no longer have to guess the cooking times for my favorite foods. Whether I want to cook, defrost, pop, reheat, or simply warm up my food, I can choose the appropriate preset and let the microwave do the rest. The results have been consistently satisfactory. Also, I like the alarm mute option, which allows me to silence the microwave's beeps. It comes in handy when I want to keep the noise level down, especially during late-night or early-morning cooking sessions to not wake up my family.While the Chefman MicroCrisp has impressed me overall, there are a few minor issues I encountered. Firstly, the interior could be better illuminated, as it can sometimes be challenging to see the food while it's cooking. Additionally, the power cord could be a bit longer for more flexible placement options.Overall, Chefman MicroCrisp microwave oven has exceeded my expectations. It delivers on its promise of providing crispy reheated food, making leftovers a delight to enjoy. The easy wipe-down stainless-steel interior and dishwasher-safe glass cooking plate ensure effortless cleanup. Overall, it's a versatile and convenient kitchen appliance.*** TL;DR ***I highly recommend the Chefman MicroCrisp Countertop Digital Microwave Oven. It combines the convenience of a microwave with the crispiness of an oven. The six precision presets and intuitive touch control panel make cooking hassle-free. While it has some minor issues, its overall performance and results are overly impressive.My rating is 5 stars!+++ Pros +++1) ""Cook & Crisp"" power combo for crispy reheated food.2) Intuitive touch control panel with precision presets.3) Alarm mute option for noise reduction.4) Perfectly sized and sleek all-black design.5) Spacious 1.1 cubic ft interior.6) Easy wipe-down stainless-steel interior.7) Dishwasher-safe glass cooking plate.--- Cons ---1) Interior illumination could be improved.2) Power cord could be longer for more flexibility."
3,"This unit only has rubber bumpers on the front legs, the back legs are just extruded metal.  This became a real problem when I discovered that all 4 legs are not level with each other.  Hence the unit wobbles 1/4 of an inch!  It naturally rested on the back 2 legs that did not have rubber bumpers on them, leaving only one front leg with a small rubber bumper touching the counter top.  Hence when I tried to open the door the microwave slide all over the place.  Because I did not want to hassle with a return, I did build a cradle for it, and then created a shim to level it out. After an hour of solving the leveling and sliding problem, I tried the microwave out.  Seems to work very well, and heats my coffee almost as fast as my last more powerful microwave.  Let's just hope that the only quality control issue is the lopsided uneven support legs."
5,This is a second one of these I have purchased for a second home.  We loved it so much we just got another one exactly like our first!  A really good buy too!
4,The power seems to be less with this unit although it's the same wattage as my previous GE unit.  Have to heat food a couple of minutes longer than I did previously.  Next time round I will purchase a unit with a handle on the door rather than a push button model.
5,Very happy with this purchase it’s compact sleek design with great power
4,"One of the reasons I bought this was for the BLUE LED DISPLAY that is mentioned in the item description three times. But it's not blue at all. It's a very dim faded green color.Hopefully I can get another one sent to me that has a BLUE LED DISPLAY.Other than that, the microwave is extremely light and moves around the counter when opening and closing the door. Do you will need some rubber sticky feet to go under it."
2,"Thought it was much bigger from the picture. I hate how small it is, and it doesn’t heat fast. Nice for a basement or a dorm. Just not what I expected, or wanted, so unhappy"
5,"I hesitated in buying a new microwave because I felt it would be a pain to relearn the new features, the button placements, blah, blah, blah. But the old unit was slowly failing and I needed to replace it before the Christmas holiday, and so I chose the ""Panasonic NN-SN936W Countertop Microwave with Inverter Technology, 2.2 Cubic Foot, 1250W, White"".I selected this unit based on features that were or became important to us: the button to open the door, inverter technology, a button for a 30 second quick cook, a signal when finished, a lighted oven when it cooks, when door is open a light comes on, sensors to cook, reheat, and defrost.  And we chose the lighter color which helps brighten up a dark corner.  We are happy with it."
5,"Looks great, works very well and matches our GE appliances.  For the first 6-8 months I noticed the keypad numbers bubbling up so I called Faberware.  There was a thin plastic protective cover over the keypad I didn't see.  I took it off and it looks great!  Would recommend this microwave."
5,Just what I wanted!👍
5,This is such a great microwave that we bought a second one for our rental house. Directions are pretty straightforward once you understand how the air fryer works. Looks nice on the shelf.
5,I love this thing!!  It grills beautifully. The air fry is just what a couple of seniors need for a bit of fried food without a lot of grease. It heats quickly.
1,"Please read the reviews. This is a BAD Quality Microwave box! DO NOT BUY!  Problem #1:  Wobbly box. I had to put a piece of cupboard on one leg to keep the  box stable on the counter.  Problem #2: Horrible, I mean absolutely HORRIBLE touch control panel.  You have it press HARD and maybe 3-4 times before it registers.  I mean BAD!!!  Problem #3:  NOISY!  Simply closing the door is too load!!  Problem #4:  Complex instruction just to get a different power level.  RETURNING THIS PRODUCT!!"
3,"I use the convection and microwave features all the time. But now it won’t convection heat above 360, when it used to go to 425. Also it frequently loses Alexa connection and is not user friendly to reconnect. It has lost its ability to follow Alexa voice commands. Beeps stopped working on the keypad. Size is comparable to other similar ovens. It’s no longer for sale and I guess that’s why."
3,Works fine just it makes a lot of noise
4,"I like the function of the microwave, but the user panels letters and numeral are not bold enough and are not backlit, making it some what difficult to use. I received it 2 days late, because it was delivered to a neighbors house half mile away. Neighbor called and asked if i was missing something. Said this microwave was in his garage with my name and address on it. Good neighbor delivered it to me. USPS can not be trusted."
2,Very Very Very Large
1,"I bought this in July, it no longer works"
1,"Single person light usage with meticulous cleaning with no chemicals…..this is what happened after a year and a half.  Black n Decker support frustrating having me send repeated multiple documentation to then tell me it is out of warranty.  They sometimes make exceptions, they said, but not in this case.So far, extended warranty won’t cover it either.Update:  Asurion warranty stepped up..yay.  Still disappointed with BlackNDecker and will NOT buy again."
5,"To be clear, I just use the microwave to warm things up. I also use it to steam veggies in a steamer dish specifically made for microwaves. Otherwise, I do not use microwaves to cook things. I cook by more conventional means (I.e. oven, stove, crockpot , etc). With that said, it does a great job. It’s also easy to clean when my sons occasionally explode their food in there."
4,"Good price. Looks nice. Somewhat low quality construction.Microwave being replaced had the same power output specifications, this new microwave takes about twice as long to heat anything. Overall satisfied. Giving a solid B rating"
2,"I returned the oven because of uneven heating. Other remarks...The oven is quiet (compared to my very old microwave oven.)The buttons are difficult to read. . . a flashlight helps.I'd like to be able to kill the beeper. The best solution I've come up with is to open the door just before time's up. But, that means you have to be at the oven when time is about to run out. ""Cancelling"" after you open the door will clear the remaining second(s) but will cause a single beep."
5,"It's what it says it is. Looks nice on the counter - I mean for being what it is. I didn't need to read the manual to set the time, figure out the timer - so points for intuitive design. It microwaves stuff as expected - I'm happy with the purchase."
2,"The things that don't matter much are fine: it looks nice, the touch-pad seems sturdy, the defrost works fine. The thing that matters most, though, how it heats food, is lousy! I bought this to replace an older, 1000 W, no-name brand that was starting to cook unevenly. This 1100W oven takes twice as long to heat my food as my old one! I spent good money for this, thinking the name brand would insure a quality product, but I was sadly mistaken. Now, I have to live with it."
1,"I never usually write reviews but I do read them to determine whether or not I should buy anything.  I bought this microwave almost exactly 2 years ago it has a""life expectancy "" of 5-7 years....and I loved it.  But I was warming something up for my daughter today and after 15 seconds the metal plate caught on fire and was smoking and sparking.  I keep my microwave very clean always its a huge pet peeve of mine so I'm not sure if it's something wrong with their microwaves in general or just a default with this specific microwave during the manufacturing process. Either way it almost cost me my home (it was that bad although the picture looks minor the amount of smoke and sparks were pretty scary) I really just want to put it out there so people know it's a possibility."
2,"I bought this last May and exactly 2 months past the ""limited"" warranty I was cleaning and saw all the paint was peeling off and rusting. Its disgusting? I have never had a microwave do this. I am so disappointed, not in position to buy another right now."
1,"This microwave seemed like a great improvement from our old one which would keep tuning even after the timer stopped. At least the old one stopped heating at that point. We have had this microwave for 3 months and this is the second time it didn't stop after the timer ended. The first time we were in the kitchen and we're able to catch it.  This time, distracted by things (as people often are) the microwave did not stop heating. When we finally could smell the burning, the microwave was full of smoke and almost started a FIRE!!Of course we are outside the return window, so pretty sure we are just out $125!"
1,While heating up our food in the microwave safe container the side of the microwave caught fire after making a crackle sound and sparked.
5,Perfect for my daughter's dorm room.  Matches well with her stainless mini-fridge and stainless coffee maker.  She likes her stylish mini-kitchen nook in her room.
3,"Works like it is supposed to, but one big drawback is there is no quick start (numbers 1-6).  This means that you cannot select 2 and it auto starts.  So if you hit 2 and then start, it runs for 2 seconds.  Even on the 30 second option you have to then hit start.  It does however let you select the 30 second button multiple times as well as adding 30 seconds (once or multi) after starting the cycle."
1,"Brand new just received, door won’t open push button wasn't engaging with the plastic fitting to push on the door latch.  Improper installationOf plastic fitting. Wasn't snapped in place.  I found this out after removing cover from microwave. After numerous tries, I was able tO snap the plastic lever back into its correct position. Door button works fine now. It was a hassle,but now I'm not waiting for another microwave!Probably would not buy another Black and Decker."
3,"This is a good microwave, with a poor user interface.  Having black ""buttons"" (for the controls) against a black background was a foolish mistake.  The face of the microwave requires good (exterior) illumination for easy use."
1,"Bought this microwave late October and worked perfectly fine, but now the microwave is making a weird loud noise. Total waste of money."
5,So far this has been a great little microwave. I have the classic model and no complaints.. To me it's not extremely loud and it's a sound you get accustom to. Yes you know it's on which is what I prefer.
2,This thing seems like it’s missing parts. The door seems loose and it’s loud when in use. Poor quality but cute I guess. Don’t recommend
3,Had many microwaves over the years none of them leaked enough to kill the wifi in the house. This is a huge problem as we work from home.  How can they get away with this much leaking? Yes my cell phone rings in the microwave.
1,We used it about five times and it broke. I need to bring it someplace to get it fixed. I keep getting a message that something is wrong with the door.
3,"My microwave bit the dust and I couldn’t find specs on it to duplicate the size and strength. I ordered based off reviews and intentionally choose one that was mid-range in size, strength, and price thinking it would be enough.I cannot fit my dinner plates in this properly. The go in, but the get jammed and won’t turn. This is absolutely not the microwave for you if you’re needing something that can handle more than bowls or beverages. Big disappointment."
2,Hard to open
5,"We were pleased to be able to get the same Panasonic microwave we chose when we remodeled our kitchen since it's a perfect fit for the microwave garage.  Our only issue with this model is that it seems to have a tendency to trip the arc fault part of the circuit breakers that are current code for kitchens and so on.  The older one did that too, but not as bad as an even older one we had for a while.  We decided that since the microwave is the ONLY thing on a dedicated 20A circuit with a dedicated ground fault outlet, it was OK for our needs to eliminate the arc fault breaker and replace it with a standard (overcurrent) breaker.  We'll take our chances on an arc fault destroying the microwave (very unlikely) or killing us (also very unlikely)."
2,"After about six months the high-voltage unit(s) died. It was under warranty, but that still meant two plus hours of driving to and from the repair station (only one still open within 300 miles) and waiting weeks for the repair to be completed. Now it works again and we're pleased."
3,"This was.purchased in September, by March it was bubbling amd peeling on the keypad. I live alone and take good care of it, but I am deeply disappointed in the eyesore it is now."
1,This microwave died far sooner. I would think the life expectancy of a microwave should be more than 2 years -- but this one died at 2 years. Very disappointing.
1,..... of course warranty expired a few months ago.  Next step--add more refuse to the landfill.
4,LIKE THE EASY USE AND LIGHT WEIGHT
3,The turntable didn't work the first month of use then for whatever reason it finally started to work - wonder if it'll fail the same way? It's a powerhorse so I am having to readjust ALL my usual cooking times and heating levels. It's HUGE so be prepared - I would NOT advertise this monster as a countertop microwave.
3,"Pros: Good power, fits into the space I have. Cons:  1) The glass plate has notches that fit into corresponding notches on the bottom of the unit, but the fit is not tight enough. The plate easily becomes unstable with heavier foods on top of it. 2) The beeper sounds 5 times, even if I've opened the door and taken out the food. 3) The light stays on until I close the door. If I leave the door ajar, the light stays on until I close the door. 4) The smaller interior cavity means that fewer items can fit into the space. My past microwave fit into the same small space I have, but it had a larger cavity."
5,"Good quality microwave. After looking in person and online at lots of microwaves this one stood out as reasonably priced, good size, and useful features. The genuis sensor and inverter technology definitely cook, heat, and defrost evenly and well."
3,"Every thing was good, except for when I take something out, if I'm not really careful, (which who is All of the time) the prongs on the door have sharp edges that  cut the wrist bad enough to bleed.  I'll have to file them down a bit, which the customers shouldn't have to do."
2,"I like this microwave, but for its rating, it just doesn't get the job done as quickly as I would expect.  Everything else is perfect.  It just ""feels more like 800 watts than 1000"".  The features available for rating don't include power which I find strangely coincidental.  Is it possible that Faberware knows that they messed up on the engineering of this unit?  I like Faberware products, recently bought a set of stainless steel pots and pans.  I like this microwave also, but I feel that the power generated is to be desired."
3,"The unit itself seems fine, meets our needs and as described.  However Amazon really need to look at the warehouse where this was stored as there was a hole in the box and when opened, it was littered with mice feces and the styrofoam was chewed up, thus the 3 stars.  Pretty disgusting actually, if my son at college had not thrown out the packaging I would have had it sent back."
5,Works very good. Easy to clean.
3,Uneven temp.
2,Do not like anything about it!
5,"This is a perfect little microwave for our apartment. It's the right size, works well and has plenty of pre-programmed times that work very well for the ones I've tried. If you are looking for a small, good microwave, this is it. If you want a full size one, this is NOT the one because it just barely fits a 8.5"" plate in it. The cooking times need to be adjusted up for normal stuff because it's not a hugely powerful microwave, but the pre-programmed buttons seem to take that into account.It works well and looks great with our other appliances in our kitchen and fits perfectly on the counter under the shelf next to the fridge."
5,"Best Microwave from all the ones I previously owned, I highly  recommend"
4,"It has taken us some time to sort out the various features. All mistakes are ours, but we LOVE the possibility of reheating 7 lb.smoked ham for family group, and cooking large casseroles for family dinner, nothing burns. I even reheated some rolls the other night, didn't need to add bowl of water as in old unit. I warmed mixed breast/thighs previously grilled, brushed lightly with sauce for 3-min cook on, all well."
1,"The second one I'm returning and with the same problem. I believe Amazon was supplied a faulty batch of this model of Toshiba microwaves. The microwave TRAY KEEPS TURNING for 5-8 seconds after the time runs out. The manufacturer, whom I contacted, stated that this was not normal. I exchanged it but noted the same problem with the new one. I'll be returning this one also and looking for a new make."
2,"Really liked the microwave. We used it to heat leftovers, cook frozen foods, heat drinks and thaw frozen meat. Love the inverter technology. However the unit only lasted  from March 2019 to December 2021. This is why it gets only two stars and that is probably generous as I have had microwaves that have lasted more than 20 in the past. Fortunately I had an extended warranty and they say that they will send me an Amazon credit for the purchase price of the unit."
2,"This is probably 1 of the worst microwaves I've ever had.  It makes rattly sounds when in use no matter what's in it.  You have to make sure you press the start button with the flattest part of your finger or it won't work.  The buttons seem to, even after only a couple weeks' use, develop little pin-like holes from use.  Takes several tries to get it even going."
5,"Perfect small size for me, love the ability to turn off the annoying beeping that most microwaves have."
4,"I really like this microwave, but I live in an older house with older wiring so I have to be extra careful not to flip a breaker using the crisp setting because while the microwave is 1000 watts, the crisp side is 1800 watts and surges up quickly. Be sure to check the rating on your fuse that the plug you're using is on and move to a higher rated plug if needed. This microwave is smaller than the one it's replacing but the inside area is still the same size. I like the way it only shows the start button and the time until I open the door or touch the start button. It's a very powerful machine. I rated it 4 stars because it's so high of a wattage  for the crisp tho."
1,"Not recommended, I bought this microwave because it looks like it fits with my furniture, but I've had it for a month and it still smells like burning wires, I was terrified, thankfully Amazon let me return it although I have already passed the return date from the manufacturer by one month."
4,Louder than last one from this company. Does it’s job.
5,"My 15 year old microwave had finally begun to rust inside and was losing power. It took 4 minutes to boil a mug of water for a cup of tea. I researched and really wanted a big, high powered microwave, I chose this one and boy, am I ever impressed! This one boils a mug of water in 1 minute and 40 seconds, that's pretty darn good. The ease of use is incredibly good, it has numerous multi function buttons, a good solid closing door and a clear but not obnoxious timer alarm when finished.  I searched all over, found this same model at Walmart but Amazon beat everyone's price, plus for a little piece of mind I bought the extended Asurion Protection plan (48 months) from Amazon as well. If your looking for a big sized microwave with max power then this is the one for you. I will update this review in 6 months. My rating is 10 stars, yes, really that good!"
2,"It didn't cook food all the way through and sometimes the food would be lukewarm, even though I set it on high and cooked it per the package directions.  Worried that I'd get sick from inadequately cooked food.  Tried cooking it longer than directions but still wouldn't always cook through.  Way past the 30 day replacement date so will toss in the garbage and spend another $100 plus dollars for a new one.  Definitely not this brand ever again!"
1,Purchased on 1/30/23 and it stopped working after a month of extremely light use. Troubleshooting has been done. The product isn't receiving power; many power outlets have been attempted. I'm pretty disappointed given this product was purchased new and quit working right after the 30-day return period.
1,I bought this microwave for my granddaughter when she moved into her first apartment. That was in February of this year and the microwave has already stopped working. She says some of the buttons work but some don’t. Doesn’t last very long.
1,"The microwave seemed fine and perfect for what we wanted. We have an old house from 1967 that was remodeled, but still had no space for an over-the-oven microwave. The size was not too big and not too small. It was easy to use, but after a month, the turntable stopped working. It began to stop turning in the middle of heating something. Then, it would start up again abruptly. This would cause the glass tray and whatever food was on it to jump and jerk around. Since we got this only a month ago, I sent an email in to the company today. We will see what their response is.UPDATEYou will never believe this. The company, after I gave them a copy of the proof that I purchased this product, told me they would send me another one...AFTER I send them a picture proving I had cut the cord from the defective unit! I have never heard of something so ridiculous in all my life! I told them that I don't believe it to be good customer service or good business practice to tell me that, on top of dealing with a defective microwave, I would have to pay to take it to the dump. I also told them that they were making the insulting assumption that I am attempting to cheat them out of a microwave. I realize there is no way to PROVE that my microwave is malfunctioning, but I told them I expected to ship it back to them (AFTER receiving the new one and at no expense to myself seeing as how it is their product that is defective and it is still very much under warranty) so that I would not be without the use of a microwave and not have to pay extra to take it to the dump. They have not since responded to my email! I contacted Amazon, even though it was after the 30 day return window, and they were gracious enough to work with me. I was also told that Farberware is no longer in business. The use of the name of their company was sold to different companies for different products. So a totally different company makes their blenders than makes their microwaves etc. I will update again if they ever respond."
1,"Definately a quality control and defect issue.  Tried to clear control panel including un-plugging and on both units, the stuck status LED control panel stayed the same.  After problems with two units, returned and bought a Cusinart.  The Cusinart is perfect and actaully better looking, easier to use and has a smart look.  Sorry GE."
4,I liked the product but it did not fit into the area where we wanted to use it.
5,Love everything about it
